,Tweets,Time,loc
534,RT @moetolani: Today is Father’s Day. Call your dad. Make time out for him. Take him out. Cherish the little moments you share with him. Ma…,2022-06-19 09:22:31+00:00,
535,"RT @Iam_Kardas: #Ad |

Ekse! It is here — Father’s Day! 😁

Hurry up and check out the @TelkomZA page. 💙

Dress up 👔 like your old-fashioned…",2022-06-19 09:22:31+00:00,
536,RT @elonmusk: Happy Father’s Day,2022-06-19 09:22:31+00:00,Tema 
537,"RT @_Allfredo: 🥶🥶🥶🥶 connect with me , ifb instantly 🥶🥶🥶 let’s be mutuals 🤝 Happy Father’s Day",2022-06-19 09:22:31+00:00,
538,RT @lavidaNOTA: I remember Stilo Magolide dissing me because my Dad picked me up at the club in his gown. I booked the venue to host an eve…,2022-06-19 09:22:31+00:00,"Katlehong, East Rand(ZA)"
539,RT @tessasanderson: What I cant get my head around is why threaten women sport. WE as women have worked so hard for years to build what is…,2022-06-19 09:22:31+00:00,Earth
540,RT @rutune_motorW: @SangKip4 @alexmwanzo @JaMtoka @DrKanyuira @BobMainaMagari @Kevoh_254 @RuthlessFocus_ @ItsMiller_G @_briankigen @king_hy…,2022-06-19 09:22:31+00:00,Kenya
541,Happy father's day to all my homies with kids out there,2022-06-19 09:22:31+00:00,"Nairobi, Kenya"
542,RT @TheOceanBasket: Happy Father's Day to all the dad's https://t.co/3hFPSmUqgF,2022-06-19 09:22:31+00:00,"PLK & JHB, South Africa "
543,my favorite dad,2022-06-19 09:22:31+00:00,he/him || 20 || rcbyf !!
544,"RT @MwendiaJnr: Women are funny ,so feminist and single mothers are also celebrating  Father’s Day?Let’s celebrate men for once,I know we’r…",2022-06-19 09:22:31+00:00,Allsops
545,"@KevinL72366898 @deekaymotion To your new account right?
Right?

Hahahaha
Congrats Kev! perfect timing Happy Father… https://t.co/Gm5sccnh84",2022-06-19 09:22:31+00:00,
546,"To My Son And Daughter.
Life Filled With Hard Times And Good Times, Learn From Everything You Can.
Just Be The Man… https://t.co/NtgW5n5zle",2022-06-19 09:22:31+00:00,Tanzania
547,RT @luvlesedi: It is Father’s Day today and no better way to spoil your Father with the warm and comforting #PapasPrawns🤤🤤 @TheOceanBasket…,2022-06-19 09:22:32+00:00,
548,RT @GlassCrafty: Happy Father's Day! I have a fused glass fish sculpture available on my website with free UK Delivery and 10% off on Newsl…,2022-06-19 09:22:32+00:00,Denver
549,"RT @PTC_Network: #HappyFatherDay2022 wishes LIVE: #HoneypreetInsan wishes #FatherDay to 'Guru Papa' #GurmeetRamRahim

#FathersDay2022 #fath…",2022-06-19 09:22:32+00:00,punjab
550,"RT @Xbox_JP: 次の世代へと移っても
Xbox ファミリーとして
つながっていく🤝🎮
“Happy Father’s Day“

#父の日
#Xbox https://t.co/961CbRqMnm",2022-06-19 09:22:32+00:00,愛知県名古屋市エアギター区Xbox町D-D-R
551,RT @GoodnessAdeosun: Let me go and bill my father small 🫣🫣,2022-06-19 09:22:32+00:00,"Anambra, Nigeria"
552,"RT @Tkinzystar: Any man can become a father, but it takes a real man to be a dad ♥️ #HappyFathersDay",2022-06-19 09:22:32+00:00,"Ikotun, Nigeria"
553,RT @Deardiary_ZA: On a Sunday morning 😭😭😭,2022-06-19 09:22:32+00:00,"Midrand, South Africa"
554,"RT @shrmajii: Happy Father's day. 🥺
#FathersDay https://t.co/nwAx6HY4cM",2022-06-19 09:22:32+00:00,भारत
555,"RT @TheFastShow1: Happy Father’s Day 
#fathersday #FathersDay2022 https://t.co/U5OoRxsr96",2022-06-19 09:22:32+00:00,"Poole, England"
556,"RT @WriterJackWhite: On this day in 1964 in New York City, the absentee father of the Nation Stanley Johnson arrived in the  hospital looki…",2022-06-19 09:22:32+00:00,Brexitania
557,"@awake26834454 Yes when my dad lives with us, it felt as if he wasn’t part of the family unit, he was very separate. I get that.",2022-06-19 09:22:32+00:00,
558,"RT @AshutoshSureka: HAPPY FATHER'S DAY TO ALL THE STRONG DADDY'S ACROSS THE GLOBE 
Let's wish OUR KK PAPA too A Very happy Father's Day 

A…",2022-06-19 09:22:32+00:00,
559,"RT @sajcasm_: I don’t really wish my dad “Happy Father’s Day” but when I did it today, I got a very sweet reply- https://t.co/EipYI51G1D",2022-06-19 09:22:32+00:00,
560,"नसीब वाले हैं जिनके सर पर पिता का हाथ होता है,
जिद भी पूरी होती है, अगर पिता का साथ होता है।

❤️🧿💪मेरा साहस, मेरी इ… https://t.co/f6qqj0Z89s",2022-06-19 09:22:32+00:00,Rajasthan
561,@SHaMaN_TGH congrats! you look like a great dad 🙏🏽💯,2022-06-19 09:22:33+00:00,metaverse
562,@skybingo I’m grateful 😇 to my Dad Archie for the fact that he is always there and I know that whatever I want to d… https://t.co/mXSs77jE1t,2022-06-19 09:22:33+00:00,"Edinburgh, Scotland"
563,"RT @_AfricanSoil: Happy Father's to the great fathers, especially those who love their country and its people...🎉🎈🎊 https://t.co/Y1W316keVi",2022-06-19 09:22:33+00:00,Pretoria
564,"I call my father figure Papa, what do you call your father figure?",2022-06-19 09:22:33+00:00,Pretoria
565,@xlilmissteachx Happy Father’s Day to ur dad and happy birthday to your mum have a lovely day ❤️,2022-06-19 09:22:33+00:00,
566,"RT @PakistanNation_: Happy father's day @India, 
Thanks for letting us to survive. Love from your son PAKISTAN 😇❤️",2022-06-19 09:22:33+00:00,"Vadodara, India"
567,"RT @LMCDark_Angel: Happy Father's Day to all the amazing Daddies, Fathers, Daddy Doms, pet Daddies, step Daddies, adopted Daddies. You're a…",2022-06-19 09:22:33+00:00,"East Midlands, England"
568,@CosterNasir Wa ba tseba akere. Le ka Father’s Day ntwana,2022-06-19 09:22:33+00:00,"Centurion, South Africa"
569,"@herbsyhc I feel like this about my mother rather than my father but either way it fucking sucks, only person you can rely on is yourself",2022-06-19 09:22:33+00:00,"Sydney, Australia"
570,"RT @MuhammadShojaee: Father means peace and love.
Father means safety in an open embrace.
Life without a father is a colorless painting.

#…",2022-06-19 09:22:33+00:00,
571,RT @Davinci_ke: We are gangsters but we don't mess with ours dad's💯💯🎯😂🙌,2022-06-19 09:22:33+00:00,"87,mars"
572,"RT @ladyhuneybee: How best can one celebrate Father’s Day if it’s not spoiling that father figure in their lives, so this is the perfect di…",2022-06-19 09:22:33+00:00,in happiness place
573,"Not having a dad, #FathersDay’s were hard as a kid. It made me audition in my head alternative TV fathers - James G… https://t.co/PMIe5rNuaX",2022-06-19 09:22:33+00:00,Hookland
574,@DonaldJTrumpJr Your dad couldn't even get his lard ass on a bike seat. Sit back down,2022-06-19 09:22:33+00:00,Just passing through
575,"To the FATHER of all Fathers, thank You God for the way You Father me.

To my biological father, I celebrate and ho… https://t.co/xn6IuR8VE4",2022-06-19 09:22:33+00:00,Nigeria
576,"RT @rishabhanalyst: Fathers must be active co-parents too their child, along with mother. Both play an important role in the development of…",2022-06-19 09:22:33+00:00,
577,"Together Forever  💞.
Best Gift ever on Father's Day.

Honeymoon loading 😂. https://t.co/ushv1rQeKP",2022-06-19 09:22:33+00:00,
578,"RT @FirstClas_King: Happy Fathers day to all our first born, May God see you through all what you're facing.",2022-06-19 09:22:33+00:00,"Ikotun, Nigeria"
579,"RT @YesterdaysBrit1: Let's make this Sunday a fun day. Let all those fathers out there enjoy their day. Let them eat, drink and be merry! F…",2022-06-19 09:22:34+00:00,"Dunedin, South Island, NZ "
580,@elrokk All fathers Happy Father's Day 🫂🫂,2022-06-19 09:22:34+00:00,metaverse
581,"RT @KNUST_Live: In the name of the Father, the son and the Holy spirit. We start this semester with you.

Take us through, safely🙏

#KNUSTL…",2022-06-19 09:22:34+00:00,"Accra, Ghana"
582,"RT @jayythedope: To the men who are playing their roles as fathers, the real dads raising their kids right, the responsible dads, I respect…",2022-06-19 09:22:34+00:00,Nigeria
583,Post your father that dipped,2022-06-19 09:22:34+00:00,"Lusaka, Zambia"
584,me and who,2022-06-19 09:22:34+00:00,
585,RT @thestarcalgary: How dating a single father made me appreciate my single father https://t.co/PQ1T2LMJzk,2022-06-19 09:22:34+00:00,"Edmonton, Alberta"
586,RT @sharonwelby1: Saturday evening 🌅 Happy Father’s Day. https://t.co/dcYsmuNbXq,2022-06-19 09:22:34+00:00,"Eichsfeld, Thüringen"
587,RT @thestaredmonton: How dating a single father made me appreciate my single father https://t.co/NiEQLBE2b3,2022-06-19 09:22:34+00:00,"Calgary, Alberta"
588,"Fathers day started on 19th June 1910, it is celebrated among protestants every 3rd Sunday in June . Inorder for it… https://t.co/YQtuMWzFk0",2022-06-19 09:22:34+00:00,Uganda
589,@GheeioCotas Happy Fathers Day! 😊,2022-06-19 09:22:34+00:00,"Manila, Philippines"
590,@BackusCeramics Happy father's Day bro!,2022-06-19 09:22:34+00:00,Florida
591,"In a match between Kenya and Bangladesh in 2006, Hitesh Modi was adjudged lbw. The umpire was Subhash Modi, his father!

#FathersDay",2022-06-19 09:22:34+00:00,
592,"RT @Iam_Raskay: Happy father's Day.
May our fathers live to eat the fruit of their labor. And to our Dead fathers, May God grant them etern…",2022-06-19 09:22:34+00:00,"Lafia, Nigeria"
593,"RT @VOICE_of_KNUST: A Special Happy Father's Day to the Highly admired Chancellor of KNUST, His Royal Majesty Otumfuo Osei Tutu II, HRM fro…",2022-06-19 09:22:34+00:00,"Kumasi, Ghana"
594,"Happy Father's Day to my old man, who's no longer with us but was the absolute fucking best and could beat up your… https://t.co/e0rgftnFii",2022-06-19 09:22:34+00:00,
595,RT @OshokeAgain: Happy fathers Day to our dad. ❤️ they deserve much love too,2022-06-19 09:22:34+00:00,
596,"My Father , words fail me actually today. Man would iron my clothes and prepare me for school, common entrance days… https://t.co/1GQiNsaMrh",2022-06-19 09:22:34+00:00,"Ibadan, Nigeria"
597,"So lovely seeing all this Father’s Day love, whether they’re here of not. As someone who’s dad was the nastiest rot… https://t.co/fhsQ1sNL5J",2022-06-19 09:22:34+00:00,"Manchester, Liverpool, London "
598,"RT @inkdsailor: Let’s be honest, all dad wants is the remote, a beer, and for everyone to pipe down.",2022-06-19 09:22:34+00:00,"London, England"
599,"11 years have passed, Father’s Day 2011 you left this world, it’s never easier on days like today, it’s never that… https://t.co/6EOLeZLm0g",2022-06-19 09:22:34+00:00,hull
600,RT @qcm_p: Happy Father’s Day to all the fathers who doing all that they can with the tools they have to work with. Salute to you!,2022-06-19 09:22:35+00:00,Baltimore ✈ Florida
601,"RT @PTC_Network: #HappyFatherDay2022 wishes LIVE: #HoneypreetInsan wishes #FatherDay to 'Guru Papa' #GurmeetRamRahim

#FathersDay2022 #fath…",2022-06-19 09:22:35+00:00,India
602,RT @iamponnet: Happy Father’s Day to all fathers and father figures out there.. Many blessings Kings,2022-06-19 09:22:35+00:00,Happy place🤍
603,happy father's day to the amazing dads ♥️👌,2022-06-19 09:22:35+00:00,Anfield
604,if my father doesnt get his father's day breakfast in bed he goes absolutely feral but my sister and i simply dont… https://t.co/sTJfXUTh2y,2022-06-19 09:22:35+00:00,she/her ★ 22 y/o ★ recovering
605,"RT @PastorEAAdeboye: For you FATHERs, on this father's  DAY.

You belong to the order of men who live to a full ripe old age.

You belong t…",2022-06-19 09:22:35+00:00,"Ibadan, Nigeria"
606,@rhemmycrown022 @TherealAdemide Na father get today,2022-06-19 09:22:35+00:00,
607,RT @buitengebieden: Happy Father’s Day! 😊 https://t.co/Ns9bndWkex,2022-06-19 09:22:35+00:00,Lagos
608,RT @Ewa_oyin: Happy Father’s Day💃😌🤎 kindly do well to patronize me and gift your loved ones “happy Father’s Day gift “🤎 https://t.co/gN1PxE…,2022-06-19 09:22:35+00:00,Outside the world🤣💯
609,"A funny old day to not be in contact with your dad out of choice. 

people celebrating their great dads, mourning t… https://t.co/GM41gJ1Ckr",2022-06-19 09:22:35+00:00,Cymru
610,"“For the Father judges no one, but has given all the judgment to the Son,
Yoḥanan (John) 5:22 TS2009

https://t.co/W26dUyHLGj",2022-06-19 09:22:35+00:00,"San Antonio, TX"
611,@ViixenFairy I hope you and your dad are okay!! So scary,2022-06-19 09:22:35+00:00,
612,You drive Lilly &amp; Me insane…..but you make us howl laughing - youre a boss dad to Lils and very much loved - shes l… https://t.co/hm7efqFMbc,2022-06-19 09:22:35+00:00,Liverpool
613,RT @teslaownersSV: Happy Father’s Day. Father by day and meme lord by night. @elonmusk https://t.co/nC5h7uymo3,2022-06-19 09:22:36+00:00,
614,Happy Father's Day to all the daddy's who don't want to take away our right to our own destinies.,2022-06-19 09:22:36+00:00,South Florida
615,"Me as a father one day 

#FathersDay2022 https://t.co/S64AaopjZt",2022-06-19 09:22:36+00:00,Cape Town 
616,"RT @SANDF_ZA: Father's Day 2022 || Republic of South Africa || Sunday, 19 June 2022.

#SANDF
#FathersDay2022 https://t.co/9bkZTPmKQ2",2022-06-19 09:22:36+00:00,Potchefstroom/Pta South Africa
617,"RT @FerIglesias: Ocúpese de sus asuntos y preocúpese por proteger a los niños, su Santidad @Pontifex_es",2022-06-19 09:22:36+00:00,Arriba del Tanque (de agua)
618,"RT @avalaina: Roman died in the age of 24. And this is the words of his father on his funeral: 

“You did not build a house but protected y…",2022-06-19 09:22:36+00:00,
619,RT @elonmusk: Happy Father’s Day,2022-06-19 09:22:36+00:00,"Lagos, Nigeria"
620,"Happy fathers day guys, and to all the mums that do it on there own, and to all our wee dads that are sadly missed. Xxx",2022-06-19 09:22:37+00:00,Glasgow
621,Happy Father’s Day ❤️ https://t.co/UbI0DaSYOI,2022-06-19 09:22:37+00:00,"Paris, France"
622,"RT @kusssman: two years ago on Father’s Day , them cook Heze ehn 😭😭😭
Can never forget.",2022-06-19 09:22:37+00:00,Trenches
623,He’s probably praying he doesn’t get socks again 🧦,2022-06-19 09:22:37+00:00,"York,England etc"
624,Happy Father's Day #BeatNationKenya #fathersday https://t.co/Kcx8DkuWNt,2022-06-19 09:22:37+00:00,"Nairobi, Kenya"
625,"Growing up, dad was always begging for JUST. ONE. LAZY. SUNDAY. 

Now we finally understand what he meant. 

Happy… https://t.co/XeIAXL6lRv",2022-06-19 09:22:37+00:00,"Harrogate, England"
626,"@kevinvincent10 Cheers m8 just chilling taking it easy 🍻🍻🍻,happy Fathers day",2022-06-19 09:22:37+00:00,
627,"લ્યો બોલો ! આટલા ટૂંકા કપડાં પહેરી પિતાની સાથે લંચ ડેટ પર પહોંચી સારા અલી ખાન, યુઝર્સે કરી ટીકા

#saraalikhan… https://t.co/Mo9xUKtNj1",2022-06-19 09:22:37+00:00,Ahmedabad
628,"RT @kusssman: no Father’s Day credit alert from “this man” Twitter yet. 
Ok 🥹",2022-06-19 09:22:37+00:00,"Kaduna, Nigeria"
629,"Its either ""happy father's day"" or nothing now what is ""future father to be"" ""soon to be""",2022-06-19 09:22:37+00:00,"Windhoek , Namibia"
630,"RT @Kwonjoni04: Happy Father'a day to our most Favorite
DILF🤣🥳🥳🥳 we love you SUN.
#TAEYANG 
#FathersDay2022
#FathersDay https://t.co/FFL48B…",2022-06-19 09:22:37+00:00,Alternate Universe
631,oh my god someone please fic josh’s first fathers day with the twins,2022-06-19 09:22:37+00:00,she/her 20 holby city 
632,"RT @AkinVibe: Guys celebrating Father's day but ordinary argument na ""ur papa"" go follow. Una papa",2022-06-19 09:22:37+00:00,
633,RT @its_lelow: Daddy,2022-06-19 09:22:37+00:00,
634,@starcoughlan @coffee_anytime My dad passed aged 47 from Cancer as well 😢,2022-06-19 09:22:38+00:00,
635,RT @ARanganathan72: My father never taught me anything but I learnt everything from him. #FathersDay,2022-06-19 09:22:38+00:00,"बिहार, भारत"
636,"Happy Fathers Day to that person in my life who's my backbone! 
He's the reason I'm a Doctor!
People say I'm his fe… https://t.co/V7EW3WWmp1",2022-06-19 09:22:38+00:00,India
637,"RT @pra_tibha: Nobody 
My Dad Explaining Me How They Go To school .. https://t.co/79plBVol7l",2022-06-19 09:22:38+00:00,भारत
638,RT @being_winny: If I wish you a happy father's day just know I expect a child from you😂😂😂😂,2022-06-19 09:22:38+00:00,"Bushenyi, Uganda"
639,RT @elonmusk: Happy Father’s Day,2022-06-19 09:22:38+00:00,"Suleja, Nigeria"
640,RT @mrlamar01: It’s Father’s Day but bring your businesses for a hype or promotion please..🌚,2022-06-19 09:22:38+00:00,"Greater Accra, Ghana"
641,RT @Davinci_ke: We are gangsters but we don't mess with ours dad's💯💯🎯😂🙌,2022-06-19 09:22:38+00:00,"0.3° S, 36.0° E"
642,kiyowooo😍,2022-06-19 09:22:38+00:00,18
643,"RT @PTC_Network: #HappyFatherDay2022 wishes LIVE: #HoneypreetInsan wishes #FatherDay to 'Guru Papa' #GurmeetRamRahim

#FathersDay2022 #fath…",2022-06-19 09:22:38+00:00,🇮🇳
644,RT @M_sankie: I want to ask my parents if they don’t run out of things to say to each other. These 2 start speaking from 4:30am and I’m not…,2022-06-19 09:22:38+00:00,
645,Happy father's day from wajackoya and his SON #WajackoyaThe5th https://t.co/BVjooIQfSJ,2022-06-19 09:22:38+00:00,kenya
646,RT @TheSumoGuy: On Father’s Day I’d like to say happy birthday to my wife. https://t.co/82qFB8TbZW,2022-06-19 09:22:38+00:00,Cheshire
647,"For someone with no biological Father from birth till date, even tho he was alive for most of it but now late with… https://t.co/liPuE91HUK",2022-06-19 09:22:39+00:00,
648,"@HinduMonkey Big love buddy ❤️ , happy Father’s Day to you too , great Dad, very lucky girls to have ya x",2022-06-19 09:22:39+00:00,"Donegal, Ireland"
649,RT @OneRJZ: Happy Fathers Day to all dads ❤️,2022-06-19 09:22:39+00:00,Tema 
650,"RT @JoanneJ96366976: Happy Fathers Day 2022 🌺

To all the Dads out there!
#FathersDay https://t.co/6y74yKWtmG",2022-06-19 09:22:39+00:00,"İzmir, Türkiye [Man]"
651,"RT @Mark0Connell: Happy Father's Day Bond fans!!

Thanks to @ExperienceBond and Brigith Gurumis for this one. It came at a time when I just…",2022-06-19 09:22:39+00:00,
652,"Pakistan cricket fans, 
Please don't forget to congratulate the flagbearer of father day term in cricket Mr.… https://t.co/6nuhEd3XJ7",2022-06-19 09:22:39+00:00,
653,Omg 😂😂😂😂,2022-06-19 09:22:39+00:00,
654,"RT @jayythedope: To the simps playing fatherly roles in their relationships, happy Father’s day.",2022-06-19 09:22:39+00:00,Alone 💭
655,RT @AdwoaKitkat: Happy Father's Day To Every Dad Out Here 🥰❤ https://t.co/udzTqYnzpS,2022-06-19 09:22:39+00:00,Ghana
656,@klever_io Happy father's day 💙 💓,2022-06-19 09:22:39+00:00,Allemagne
657,"RT @SpursOfficial: 💙 Happy Father's Day, Spurs family 💙 https://t.co/c9d8PXUn35",2022-06-19 09:22:39+00:00,South East England
658,RT @XCouncillor: It's Father's day. Not women who stepped up day. Dreads zako zisikudanganye Jackline ata wewe ni baba,2022-06-19 09:22:40+00:00,"Nashville, Tennessee"
659,RT @elonmusk: Happy Father’s Day,2022-06-19 09:22:40+00:00,"Nairobi, Kenya"
660,RT @Aaaiishahhh: Don't use people's father for memes,2022-06-19 09:22:40+00:00,
661,RT @And_so_whatt: Getting your dad to take pictures is an extreme sport,2022-06-19 09:22:40+00:00,In my room
662,"RT @MpgKe: Happy Fathers day. 

Pop into our shop for crazy deals 

#drivenbyexcellence #mpgoffers #SpaceYaMagari https://t.co/6id4Sozm6A",2022-06-19 09:22:40+00:00,Kenya
663,RT @Siinazo: Ziyandidika ke mna ezi Father’s Day ne Mother’s Day.,2022-06-19 09:22:40+00:00,Mdantsane
664,RT @ChrisExcel102: Dineo Ranaka is currently scrolling on her contact list making sure that she Marked all of her baby daddies on a message…,2022-06-19 09:22:40+00:00,"Cape Town, South Africa"
665,Hello fam! Happy Father’s Day to all! 🤗 wish you guys have an amazing day! ☀️🥰 much love from the #Dinolotl fam 🤗,2022-06-19 09:22:40+00:00,
666,"RT @Parody_PM: I'd like to thank my father for teaching me all I need to know about being a selfish, entitled arsehole.
#FathersDay",2022-06-19 09:22:40+00:00,
667,"Happy Father’s Day to all the amazing fathers, let’s go all out for our fathers, take a photo or a short video of y… https://t.co/XO0pC2KacM",2022-06-19 09:22:40+00:00,Nigeria
668,"Watch Father's Day Special Movies on YuppTV
#fathersdayspecial #FathersDay 
https://t.co/5IVx4dcDWv https://t.co/V5lfY8MkyM",2022-06-19 09:22:41+00:00,Georgia
669,"RT @MetjahTebogo: To show how grateful I am for the love I got from my father today, I am taking him to @TheOceanBasket for the yummy #Papa…",2022-06-19 09:22:41+00:00,"Lenasia, South Africa"
670,"RT @Suzyqfit4u: Happy Fathers Day, mine died from pancreatic cancer 30 + years ago 
Say I love you.
@PrezLives2022 @ArmandEditor @IamMultiv…",2022-06-19 09:22:41+00:00,🌈Ally🐈‍⬛🐈‍⬛🐈‍⬛🐈‍⬛🐈‍⬛🐈‍⬛
671,"RT @IamDannyben: All those girls wey dey post their boyfriends and caption it ""Me and Mines"" today is father's day oo abi una papa na grena…",2022-06-19 09:22:41+00:00,"Lagos, Nigeria"
672,RT @tiger_lillly: My dad isn’t perfect but I won’t lie to you guys he’s quite close,2022-06-19 09:22:41+00:00,
673,"RT @Barbara76452421: Jimmy Kimmel brutally mocks Herschel Walker: “Just in time for Father’s Day, we found out he has not one but three chi…",2022-06-19 09:22:41+00:00,"Texas, USA"
674,"RT @Thisthat_Acadmy: This and that for coffee.

Be intentional with your actions.
Happy Father’s Day to mothers who are raising real man…",2022-06-19 09:22:41+00:00,south africa Jhb
675,Happy Fathers Day https://t.co/BZB18X3QSl,2022-06-19 09:22:41+00:00,"London, England"
676,"RT @jayythedope: To the simps playing fatherly roles in their relationships, happy Father’s day.",2022-06-19 09:22:41+00:00,"Abeokuta, Nigeria"
677,"RT @RivWatch: Happy Father’s Day, we go church ?",2022-06-19 09:22:41+00:00,Nigeria
678,"RT @Withlovesewa: Happy Father's day to all the men that are out there putting their family first, doing everything in their power to be th…",2022-06-19 09:22:41+00:00,Lagos/Freetown. 
679,"Tau ga abis baca ini komentatornya jadi ""point pertama untuk Papa Vega, maksud saya Viktor Axelsen""",2022-06-19 09:22:41+00:00,
680,@Munghana #EkaVaakaTiko niri happy fathers day mina ni kumile message wo huma ka nghamu ka Whatsapp vaku Happy Fath… https://t.co/YRjRUEhNsp,2022-06-19 09:22:41+00:00,
681,"RT @_ShaunKeyz: Imagine posting your father today and a 2K girl comment ""That's my Blesser"" 😭😭😭",2022-06-19 09:22:41+00:00,Tzaneen. Home. JHB. Not. 
682,RT @OshokeAgain: Happy fathers Day to our dad. ❤️ they deserve much love too,2022-06-19 09:22:41+00:00,
683,RT @yolz_mdolo: https://t.co/LvOSB88o2w,2022-06-19 09:22:42+00:00,"Durban, South Africa"
684,RT @AdvoBarryRoux: A man who takes on a single mother is not a stepfather but a father who stepped up. Respect that man.,2022-06-19 09:22:42+00:00,
685,"RT @AmourGingi: Happy Father's day
#MshuaMasta 🥂 https://t.co/eEjwYYn9jg",2022-06-19 09:22:42+00:00,Tanzania
686,"Happy Father's Day Jabu's Events

#sharebaba #JEEMC3 #FathersDay2022 https://t.co/u2RE65DETh",2022-06-19 09:22:42+00:00,
687,"@prettydamsel_01 @desmond_ibude Why? How?
Is the roles that makes your dad your dad?",2022-06-19 09:22:42+00:00,Searching for peace🥺
688,RT @_chookz: Happy Father’s Day 🥂 https://t.co/3gIGmj5PrW,2022-06-19 09:22:42+00:00,who knows 
689,"RT @Olympics: When you win, they win. ❤️ 

#Throwback to this father/son moment from Helsinki 1952.

#FathersDay https://t.co/V2yE1xc5vG",2022-06-19 09:22:42+00:00,"Bucarest, Rumanía"
690,@betgenuinecom Blessed Sunday and happy fathers day,2022-06-19 09:22:42+00:00,
691,RT @PapaPoku: Happy Father's Day to us all.,2022-06-19 09:22:43+00:00,Tema 
692,"RT @Letter_to_Jack: It’s Father’s Day today. Let’s celebrate fatherhood, paternal bonds and the influence of fathers in our society. 

Quot…",2022-06-19 09:22:43+00:00,my lane
693,RT @DBLACKGH: Happy Fathers Day to all the fathers on here. Have an amazing one !!! GOD’s blessings always 🥂❤️,2022-06-19 09:22:43+00:00,"Northkanesshie ,Ghana"
694,Anelisa???😭🤣🤣🤣,2022-06-19 09:22:43+00:00,Swaziland/Pretoria
695,"#احسان_کو_انصاف_دو 
#اللہ__اکبر 
#صبر 
#عدلیہ 
Father's day....magr afsos na walid rahy is dunia main or na zalimo… https://t.co/SgGWTJoS0W",2022-06-19 09:22:43+00:00,Saraiki waseeb
696,Another father's day without being a father. Ramaphosa must step down. https://t.co/nfTln1RxQu,2022-06-19 09:22:43+00:00,"Pretoria, South Africa"
697,"Prayer: Father, I will remain on your agenda.

Prayer: Father, in the name of Jesus , every plan from the pit of he… https://t.co/4c034ebBco",2022-06-19 09:22:43+00:00,
698,"I think of that now, not because it’s Father’s Day, but because I can’t stop buying fans. I have 5 in a one bedroom… https://t.co/roQleO0vN1",2022-06-19 09:22:43+00:00,"Dena'ina Ełnena, Anchorage AK"
699,"""The Jews who were there gathered around him(#LouisFarrakhan), saying, ""How long will you keep us in suspense? IF y… https://t.co/3KPRetbeWK",2022-06-19 09:22:43+00:00,"San Diego, CA"
700,Being a father the most important job in the worlds https://t.co/JYJ4MORgs7,2022-06-19 09:22:43+00:00,Manchester
701,RT @omwambKE: Let us do a thread of hardworking father's. https://t.co/fQRBMISilo,2022-06-19 09:22:43+00:00,"Dar es Salaam, Tanzania"
702,"RT @DrHassanQadri: A father strives &amp; concentrates his efforts to the training, education and success of the children. It is obligatory upo…",2022-06-19 09:22:44+00:00,شاہی گلستان
703,RT @lavidaNOTA: I remember Stilo Magolide dissing me because my Dad picked me up at the club in his gown. I booked the venue to host an eve…,2022-06-19 09:22:44+00:00,"Johannesburg/NW, SA"
704,RT @BosLorian: @nyorude Thank you DO. Happy Fathers day too Bro.,2022-06-19 09:22:44+00:00,"Nairobi, Kenya"
705,that all should value the Son even as they value the Father. He who does not value the Son does not value the Fathe… https://t.co/M4qrTGFmmU,2022-06-19 09:22:44+00:00,"San Antonio, TX"
706,"RT @BongoIdeas: When you see how nobody actually cares about Father’s Day, you will understand why marriage is a man’s loss.",2022-06-19 09:22:44+00:00,"Greater Accra, Ghana"
707,"The 3rd Sunday of June.
Dates really don't matter, it's just the 3rd Sunday.",2022-06-19 09:22:44+00:00,Buweekula
708,"@InCockKneeToe My Dad loved the occasional Car Boot, simultaneously revelling in the odd bargain and in moaning abo… https://t.co/CD69wmnYmV",2022-06-19 09:22:44+00:00,"Newbury, UK"
709,"@Trsr_brokebar father's day e, kailangan sabay sabay kumain ㅠㅠ bat kasi ngayon father's day HAHHAHA",2022-06-19 09:22:44+00:00,"❧ 00' ; +63
❧ in college ; ia
❧ jikyu enthusiasts 
❧ multi — teume, carat, 
                        stay, etc.
"
710,Happy Dad's day to all you rock n roll fathers out there... #rocknrolldad https://t.co/ortsCMnleH https://t.co/lWuBbFrrGg,2022-06-19 09:22:44+00:00,Los Angeles
711,"Wishing you all A happy fathers Day 💛
#alyusra https://t.co/OGm3rfQxx3",2022-06-19 09:22:44+00:00,"Banda Street, Nairobi CBD"
712,RT @SfeakerSb: How could this scum provide the poor father justice when it was his organisation that fed &amp; protected Rao Anwar? This was ju…,2022-06-19 09:22:45+00:00,Pakistan
713,Happy fathers day ❤️🤍 https://t.co/SqwMJvm9jM,2022-06-19 09:22:44+00:00,Abuja
714,Happy Father’s Day to my dad! I love him so much 🥰🐾💙💕 I’m very glad I chose him to be my dad - he is the best ball… https://t.co/Aw2KU6Bxp4,2022-06-19 09:22:45+00:00,England
715,HAPPY FATHER'S DAY from my Employers ☯️💙🤍💚💛🧡🤎💙🤍🧡 https://t.co/5jvU8Nf1HZ,2022-06-19 09:22:45+00:00,"Lagos, Nigeria"
716,Pic of me with my mum n dad (big sisis the glamorous one) I’m lucky that I can live multiple lives with my parents… https://t.co/OqOnfWxdZ8,2022-06-19 09:22:45+00:00,SHEFFIELD SY 💙
